TITLE,AUTHOR,URL
"Rejected Thrice by NSD, Battled Suicidal Thoughts: Manoj Bajpayee’s Incredible Story",Vidya Raja,https://www.thebetterindia.com/264527/manoj-bajpayee-best-actor-national-award-nsd-theatre-life-story/
He Fought For India’s 1st Practicing Woman Doctor & Raised The Age Of Consent For Girls,Divya Sethu,https://www.thebetterindia.com/264502/behramji-malabari-parsi-journalist-womens-rights-rukhmabai-age-of-consent-india-history/
‘What Did PM Shastri Accept as Dowry?’: Can You Answer 10 ‘Crore’ KBC Questions?,Gopi Karelia,https://www.thebetterindia.com/264490/kaun-banega-crorepati-prize-kbc-amitabh-bachchan-solve-quiz-final-answers/
"Man Uses Lockdown to Grow 150+ Veggies & Fruits in Terrace, Saves Rs 1500/Month",Himanshu Nitnaware,https://www.thebetterindia.com/264483/slug-home-gardening-tips-terrace-grow-organic-vegetables-seeds-compost/
The Definition of ‘Forest’ May Soon Change; Here’s Why It Matters,Civis,https://www.thebetterindia.com/264474/india-new-forest-land-definition-central-government-law-paper/
How to Make Gift Wraps Out of Banana Leaves For Your Diwali Gifts,Vidya Raja,https://www.thebetterindia.com/264468/unique-diwali-gift-eco-friendly-sustainable-banana-leaf-packaging/
IIT Kanpur Recruitment 2021: Apply for 95 Vacancies With Salary Over Rs 2 Lakh,Vidya Raja,https://www.thebetterindia.com/264465/iit-kanpur-vacancies-technical-assistant-registrar-how-to-apply-online-salary/
IIT Bombay Hosts Eureka! Junior; Winner Gets Scholarship Up To Rs 1.5 Lakh,Vidya Raja,https://www.thebetterindia.com/264444/iit-bombay-eureka-junior-practically-ed-tech-entrepreneur-scholarship-students/
They Said Women Can’t Farm; I Proved Them Wrong By Earning Rs 30L/Yr Through My Vineyard,Himanshu Nitnaware,https://www.thebetterindia.com/264448/sangita-pingle-nashik-woman-farmer-earns-lakhs-single-mother-inspiring-success-story/
"18-YO Makes Friends in 43 Countries, Through Old-fashioned Letters and Post",Gopi Karelia,https://www.thebetterindia.com/264434/rezbin-abba-viral-pen-pals-letter-writing-kerala-loneliness-friendship/
"Forced to Dropout & Pursue Farming, Today His Hybrid Chillies Earns Him Crores",Himanshu Nitnaware,https://www.thebetterindia.com/264407/amritsar-punjab-farmer-hybrid-chilies-success-earns-crores/
"Death of Wolf Inspires Hero; Dedicates His Life to Protect Snow Leopards, Gazelles",Rinchen Norbu Wangchuk,https://www.thebetterindia.com/264378/karma-sonam-natwest-group-earth-heroes-award-snow-leopard-himalayan-wolf-conservation/
Exclusive: How Sanjeev Kapoor Went From ‘Simple Ambala Boy’ to ‘Accidental Chef’,Gopi Karelia,https://www.thebetterindia.com/264365/sanjeev-kapoor-interview-khana-khazaana-pandemic-food-india/
Entrepreneur’s Unique ‘Netflix’ Model Is Educating 1000 Kids Across India’s Slums,Himanshu Nitnaware,https://www.thebetterindia.com/264392/ed-tech-entrepreneur-ngo-free-education-children-netflix-hotstar/
What My 6-YO Daughter & I Learnt on Our 42 Day Road Trip From Gujarat to Uttarakhand,Guest Contributor,https://www.thebetterindia.com/264405/mom-daughter-road-trip-ahmedabad-dehradun-homeschool/
"Just 25, This Brave Soul Has Rescued 300+ People From Devastating Maharashtra Floods",Gopi Karelia,https://www.thebetterindia.com/264356/harsh-gawali-natural-disaster-maharashtra-floods-rescue-hero/
"Son of Wage Labourers, Inspiring UPSC Topper Once Walked 5 Km/Day to Attend School",Vidya Raja,https://www.thebetterindia.com/264341/son-of-wage-labourers-inspiring-upsc-topper-once-walked-5-km-day-to-attend-school/
We Need To Bring Back The ‘Wonder Grass’ That’s Kept Indian Homes Cool For Centuries,Sanchari Pal,https://www.thebetterindia.com/264330/vetiver-wonder-grass-khus-sherbet-indian-summer-sikki-craft-traditional-knowledge/
‘It Takes a Village’: 4 Things India Needs to Excel at to Prevent Suicides,India Development Review (IDR),https://www.thebetterindia.com/264329/india-suicide-rates-prevention-depression-anxiety/
"7 Friends Help 2000+ Village Kids Chase Their Dreams in IIT, IISc & More",Gopi Karelia,https://www.thebetterindia.com/264296/west-bengal-rural-children-free-education-iit-coaching-financial-aid/
"Nagaland Man Builds Stunning ‘Hobbit Home’, Gets Visitors From Across India",Gopi Karelia,https://www.thebetterindia.com/264288/hobbit-home-lord-of-the-rings-unique-ecofriendly-nagaland-visit-india/
"Unable to Find Ambulance For Dad, IIT Grad Built India’s Most Reliable Ambulance Network",Himanshu Nitnaware,https://www.thebetterindia.com/264256/ambulance-contact-emergency-number-helpnow-iit-aditya-makkar/
How a Single Mom & 7 Daughters Made Jodhpur Man’s Spice Legacy ‘World Famous’,Himanshu Nitnaware,https://www.thebetterindia.com/264240/spices-jodhpur-spices-legacy-inspiring-women-business/
His First Salary Was Rs 1500; Today This School Dropout Runs a Rs 2.5 Cr Company,Vidya Raja,https://www.thebetterindia.com/264247/kashmir-it-entrepreneur-earns-crores-school-dropout-digital-literacy/
26-YO Indian-Origin Designer’s Foldable Homes Could Be the Answer to Homelessness,Rinchen Norbu Wangchuk,https://www.thebetterindia.com/264233/innovation-foldable-portable-homes-low-cost-pop-hut-homeless-designer/
Dr Kitchlew: The Forgotten Hero Of Jallianwala Bagh Who Fought For Unity,Rinchen Norbu Wangchuk,https://www.thebetterindia.com/264216/saifuddin-kitchlew-freedom-fighter-jallianwala-bagh-hindu-muslim-unity/
"Apply for IIT-K Fellowship Worth Rs 50,000/Month; Here’s What You Need to Do",Vidya Raja,https://www.thebetterindia.com/264206/iit-kanpur-incubation-fellowship-agritech-how-to-apply-online/
This Mother’s Post about Her Son Seeing Her Period-Stained Leggings Is a Must-Read,Vidya Raja,https://www.thebetterindia.com/264190/mother-viral-instagram-period-stained-pants-son-normalise-menstruation/
Dadi’s Homemade Pickle Is Better For Your Gut Than Artificial Probiotics. Here’s Why,Roshini Muthukumar,https://www.thebetterindia.com/264158/homemade-pickle-recipe-health-benefits-probiotic-traditional-indian-food/
From Genome Sequencing to Helping the Visually-Impaired: 7 AI Innovations Changing Lives,Ananya Barua,https://www.thebetterindia.com/264169/startup-innovation-covid-19-diabetic-retinopathy-intel-india/
Banana Waste Into Fibre: How I Earn Rs 9 Lakh & Empower 450 Women,Himanshu Nitnaware,https://www.thebetterindia.com/264157/banana-fibre-earns-lakhs-waste-business-success-ecofriendly-handicraft/
60-YO Farmer Creates Pest-Resistent Brinjal That Is Over 1.7 Feet Long,Hiren Kumar Bose,https://www.thebetterindia.com/264154/brinjal-farmer-india-variety-chhattisgarh-seed-variety/
"After Dedicating 4 Decades to Teaching, 72-YO Opens Rural Centre for Free Education",Gopi Karelia,https://www.thebetterindia.com/264146/retired-teacher-free-tuitions-rural-girl-students-karnataka/
How to Appreciate Those Delivering Joy at Our Doors? This Campaign has an Answer,Ananya Barua,https://www.thebetterindia.com/264138/thank-you-note-delivery-executive-amazon-diwali-india/
"Entrepreneur’s Device Helps Farmers Turn Stubble To Income, Bags £1.2 Million Prize",Roshini Muthukumar,https://www.thebetterindia.com/264106/delhi-vidyut-mohan-stubble-burning-solution-eco-oscars-prince-william/
‘I’ll Go to School Again’: How 6.9 Lakh Girls Beat Patriarchy to Reclaim Their Future,Ananya Barua,https://www.thebetterindia.com/264100/girl-child-education-rural-rajasthan-teenage-pregnancy-udaan-ipe-global-ciff/
"Shocked by Abuse, Swiss Woman Sells Her Assets to Run Safe House For Teenage Girls",Himanshu Nitnaware,https://www.thebetterindia.com/264099/india-teenage-sexual-abuse-safe-home-kochi-ngo-treatment-dil-se/
Forgotten ‘Queen of Tamil Theatre’ Took The Art Of The Devadasis To The World,Divya Sethu,https://www.thebetterindia.com/264085/queen-of-theatre-kumbakonam-balamani-tamil-nadu-caste-acting-devadasis/
"5 Farmers Band To Revive Dying Water Body, Now Irrigate 50 Acres Of Farmland",Gopi Karelia,https://www.thebetterindia.com/264083/tamil-nadu-farmers-save-water-body-how-to-revive-natural-water-irrigate-crops/
DRDO Awards Student Rs 3 Lakh For Innovation That Reduces Casualties in Accidents,Roshini Muthukumar,https://www.thebetterindia.com/264089/drdo-dare-to-dream-contest-winner-innovation-aircraft-accident-biodegradable/
Do You Know About ‘Invisible Disabilities’? 5 Ways to Make Your Workplace More Welcoming,India Development Review (IDR),https://www.thebetterindia.com/264065/what-is-invisible-disability-workplace-autism-depression-adhd-policy/
‘No Money for Milk’: Viral Tweet’s Talented 16-YO Athlete Needs Our Help,Yoshita Rao,https://www.thebetterindia.com/264069/viral-twitter-indian-athlete-gautam-adani-lokesh-kumar-funds-state-champion/
71-YO Farmer’s Weeding Innovation  Reduces Costs for 1000s of Farmers,Himanshu Nitnaware,https://www.thebetterindia.com/264036/maharashtra-organic-farmer-innovation-weeding-solution-success/
Shoojit Sircar’s ‘Sardar Udham’: Why Udham Singh Called Himself ‘Mohammad Singh Azad’,Sanchari Pal,https://www.thebetterindia.com/264043/sardar-udham-movie-amazon-prime-vicky-kaushal-real-story-hero-jallianwala-bagh/
Milk Packets to Broken Furniture: Teacher Used Them All to Create an Incredible Sustainable School,Gopi Karelia,https://www.thebetterindia.com/264023/karnataka-sustainable-school-teacher-national-award-innovation-india/
Plating Memory: How My Mother’s Food Helped Me Deal With Her Loss,Sanchari Pal,https://www.thebetterindia.com/264004/bengali-food-recipes-heritage-dealing-with-death-mother-covid-grief/
This Startup’s Battery Pack & Charging Station Will Charge Your EV in 15 Mins,Rinchen Norbu Wangchuk,https://www.thebetterindia.com/263986/bengaluru-startup-charge-electric-vehicle-fast-battery-pack-charging-station/
Meet the ‘Farm Influencers’ Whose YouTube Videos Are Helping Millions of Farmers,Surekha Kadapa-Bose,https://www.thebetterindia.com/263989/indian-farmer-youtube-channel-influence-agriculture-tips-success/
His 30-Yr Effort To Grow Non-Native Fruits Has Helped 1000s Earn More The Same Way,Himanshu Nitnaware,https://www.thebetterindia.com/263967/nagaland-nonnative-fruit-nursery-farmer-increase-income-kiwi-litchi-mango-success/
"For 8 Years, Bareilly Woman Has Educated Underprivileged Kids By Selling Her Special Spices",Vidya Raja,https://www.thebetterindia.com/263945/woman-entrepreneur-anuradha-khandelwal-spices-educate-underprivileged-kids-inspiring-india/
"Without Owning Land, Kerala Man Sets Up ‘Jackfruit Villages’ With 20,000 Trees",Ria Gupta,https://www.thebetterindia.com/263951/kerala-jackfruit-trees-planting-how-to-variety-plavu-villages/
"Using Rs 80000 of Her Savings, Woman Brings Education to Disabled Tamil Nadu Kids",Himanshu Nitnaware,https://www.thebetterindia.com/263958/disabled-children-school-tamil-nadu-education-autism-adhd-classes/
‘Amio Durga’: This Braveheart Fought for 4 Years to Put Her Acid Attacker Behind Bars,Roshini Muthukumar,https://www.thebetterindia.com/263941/durga-puja-women-power-acid-attack-survivor-inspiring-justice-kolkata/
"Brothers Extract Gold & Silver From E-Waste, Save 100000 Metric Tonnes Of Carbon",Gopi Karelia,https://www.thebetterindia.com/263928/india-extracting-gold-silver-ewaste-selling-safe-ecofriendly-attero/
"Railway Recruitment 2021: Apply for 63 Vacancies, Salary up to Rs 44,900",Ria Gupta,https://www.thebetterindia.com/263922/western-railways-recruitment-2021-government-job-vacancy-how-to-apply-online/
"2 Men Use Their Love for Bike Rides to Revamp 9 Schools, Increase Attendance by 15%",Himanshu Nitnaware,https://www.thebetterindia.com/263891/karnataka-rural-bike-rides-government-schools-ngo-free-education-school-repair/
"Daughter Leaves US Job, Keeps Mom’s 45-Year Organic Printed Fabrics Legacy Alive",Rinchen Norbu Wangchuk,https://www.thebetterindia.com/263892/bengaluru-organic-ethical-fashion-hand-block-printed-fabrics-tharangini/
"Selling at a Chowk for Re 1, How Rambabu Churned Kulfi Into a Rs 6 Crore Business",Vidya Raja,https://www.thebetterindia.com/263862/india-iconic-kulfi-old-mumbai-ice-cream-earns-crores-rambabu-success/
Engineering Dropout’s Filter Gives Millions Worldwide Safe Water for 2 Paisa/Litre,Himanshu Nitnaware,https://www.thebetterindia.com/263873/india-engineer-dropout-innovation-water-filter-cheap-clean-export-success/
"‘After 10 Years as a Teacher, How I Taught Sex Ed to Others For The First Time’",Gopi Karelia,https://www.thebetterindia.com/263857/rajasthan-teacher-sex-education-dholpur-school-students-udaan-tara/
"Who Is the Viral 24-YO Singer Winning Praises From Hrithik, Sonu Nigam & More",Gopi Karelia,https://www.thebetterindia.com/263843/viral-twitter-instagram-singer-shakeel-interview-hrithik-roshan-sonu-nigam/
Two Sides To Every Story: Why a JEE Topper’s Video Has Divided the Internet,Vidya Raja,https://www.thebetterindia.com/263823/jee-iit-topper-twitter-video-engineering-viral-social-media/
Why My Husband & I Paused Our Careers to Live a Nomadic Life with Our Son for a Year,Guest Contributor,https://www.thebetterindia.com/263793/career-break-work-travel-family-india-nilgiris-himachal-pradesh-jammu-kashmir/
Students Build Innovative Solution to Stop Drivers From Falling Asleep at the Wheel,Roshini Muthukumar,https://www.thebetterindia.com/263801/visakhapatnam-student-road-safety-innovation-startup-artificial-intelligence/
"26-YO Creates 8 Miyawaki Forests on Dry Land, Helps 1200 Farmers Boost Their Income",Himanshu Nitnaware,https://www.thebetterindia.com/263797/rajasthan-miyawaki-forest-how-to-grow-dry-land-farmer-increase-income/
"‘Failing IIT Pushed Me to Chase My Dreams, Bag Over 6M YouTube Subscribers’",Rinchen Norbu Wangchuk,https://www.thebetterindia.com/263789/iit-jee-fail-exam-tech-burner-youtube-channel-viral-success-story/
Couple Leaves Jobs & the City Life to Find ‘Happily Ever After’ in a Mud House,Ria Gupta,https://www.thebetterindia.com/263769/tamil-nadu-couple-how-to-build-ecofriendly-mud-house-features-cost-materials/
Bharat Biotech’s Covaxin Gets Emergency Use Nod for Kids; 10 Things to Know,Vidya Raja,https://www.thebetterindia.com/263779/bharat-biotech-covaxin-children-vaccination-rules-safe-emergency-approval/
How to Make Pure Desi Ghee at Home in 6 Easy Steps,Ria Gupta,https://www.thebetterindia.com/263777/how-to-make-desi-ghee-home-pure-cow-milk-indian-food-recipes/
German Firms Rediscover Centuries-Old Indian Leaf Plates; Sell For Over Rs 800 a Piece,Ananya Barua,https://www.thebetterindia.com/263744/ancient-india-leaf-republic-german-sal-leaves-eco-friendly-pattals-twitter/
"Once A Child Labourer, Hero Helps Hundreds Of Homeless Get Care & Jobs",Gopi Karelia,https://www.thebetterindia.com/263730/india-abandoned-child-homeless-rescue-jobs-ngo-free-food-shelter/
"Student’s Innovation Makes Learning Easier For Hearing Impaired, Costs Just Rs 4000",Himanshu Nitnaware,https://www.thebetterindia.com/263747/student-innovation-transcribe-glass-google-glass-low-cost-hearing-aid/
"My Battle With Anorexia: ‘At 16, I Weighed 33 Kgs & Doctors Said I’d Die In 2 Weeks’",Divya Sethu,https://www.thebetterindia.com/263738/mental-health-anorexia-eating-disorder-recovery-weight-gain-millie-sansoye/
Meet the Man Behind The Thought-Provoking Migrant Mother Sculpture for Durga Puja,Vidya Raja,https://www.thebetterindia.com/263711/best-durga-puja-pandal-kolkata-viral-twitter-migrant-mother-rintu-das/
"Eksha Subba: Boxer, Biker, Policewoman, Supermodel & a Inspiration to Millions",Ria Gupta,https://www.thebetterindia.com/263717/viral-twitter-eksha-subba-sikkim-police-mtv-supermodel-of-the-year/
This Startup Can Convert Your Petrol 2-Wheeler to Electric in Just 4 Hours,Rinchen Norbu Wangchuk,https://www.thebetterindia.com/263686/zuink-retrofit-converts-petrol-electric-ev-scooter-conversion-kit-cost/
Nilon’s: How Two Brothers Launched India’s Favourite Pickles From Their Dining Table,Himanshu Nitnaware,https://www.thebetterindia.com/263689/india-nilons-pickles-iconic-brands-suresh-prafful-sanghavi-inspiring/
DRDO’s Dare to Dream Contest Open to Individuals & Startups; Prize Worth Rs 10 Lakh,Vidya Raja,https://www.thebetterindia.com/263680/drdo-dare-to-dream-contest-apj-abdul-kalam-startups-how-to-apply/
"IOCL Announces 71 Vacancies For Postgraduates, Salaries Upto Rs 140000/Month",Roshini Muthukumar,https://www.thebetterindia.com/263683/online-recruitment-iocl-jobs-quality-control-officer-how-to-apply-eligibility/
Did You Know Your Grandma’s Rasam Can Help You Lose Weight? Here’s What Science Says,Roshini Muthukumar,https://www.thebetterindia.com/263648/indian-rasam-benefits-tamarind-pepper-healthy-weight-loss-recipes/
Ratan Tata ‘Welcomes Back’ Air India After Tata Sons Wins Bid For Rs 18000 Cr: 8 Facts To Know,Vidya Raja,https://www.thebetterindia.com/263667/tata-sons-wins-air-india-bid-ratan-tata-jrd-founder-maharaja-history/
Exclusive: This Entrepreneur Just Turned 500 of His Employees Into Crorepatis,Vidya Raja,https://www.thebetterindia.com/263652/exclusive-this-entrepreneur-just-turned-500-of-his-employees-into-crorepatis/
Healthy ‘Work From Home’ Diet: Rujuta Diwekar Shares 3 Foods You Must Eat,Roshini Muthukumar,https://www.thebetterindia.com/263656/healthy-diet-recipes-rujuta-diwekar-work-from-home-weight-loss-video-viral/
"Farmer Grows Thai Guava That Can Weigh Up To 1.4 Kilo, Earns Rs 32 Lakh/Year",Himanshu Nitnaware,https://www.thebetterindia.com/263639/madhya-pradesh-farmer-how-to-grow-thai-guava-earns-lakhs/
Loved Grandma’s Navratri Sabudana Recipes? Science Says It’s More Than Fasting Food,Gopi Karelia,https://www.thebetterindia.com/263626/navratri-fasting-recipes-sabudana-health-benefits-sago-indian-food/
Trio’s Zero Waste Organic Store Grew into Rs 1.25 Crore Business With This Unique Idea,Gopi Karelia,https://www.thebetterindia.com/263620/farmse-farms-on-wheels-organic-zero-waste-store-ahmedabad-organic-success/
18-YO Turns Rs 300 Junk E-Bike Into Solar Cycle That Doesn’t Cost a Paisa to Run,Ria Gupta,https://www.thebetterindia.com/263605/vadodara-student-innovation-solar-electric-cycle-cost-features/
Who Is Umran Malik; IPL’s Fastest Bowler Who Impressed Virat Kohli,Vidya Raja,https://www.thebetterindia.com/263589/viral-twitter-ipl-cricket-bowler-umran-malik-virat-kohli-kashmir-inspiring/
Duo to Launch E-scooter With India’s Longest Battery-Range: 480 KM on One Charge,Rinchen Norbu Wangchuk,https://www.thebetterindia.com/263566/raft-motors-electric-scooter-features-cost-range-longest-battery-indus-nx/
Mom & Daughter in Law’s Cloud Kitchen For Bihari Delicacies Earns Rs 4 Lakh/Month,Himanshu Nitnaware,https://www.thebetterindia.com/263555/best-homemade-bihar-food-dishes-delhi-women-lockdown-business/
Mom’s Legacy Inspires Brothers to Smash Age-Old Stereotypes With Kolam,Roshini Muthukumar,https://www.thebetterindia.com/263547/viral-kolam-best-designs-instagram-traditional-art-chennai-brothers/
"Compostable & Recyclable, These Innovative Lights Are Made From Banana Fibre",Ria Gupta,https://www.thebetterindia.com/263528/jenny-pinto-startup-sustainable-lighting-recycled-banana-fibre-innovation/
1st Indian Woman to Enter World Wrestling Finals: Anshu Malik’s Strength Is Her Father,Ria Gupta,https://www.thebetterindia.com/263525/anshu-malik-first-indian-woman-world-wrestling-championship-winner/
"Delhi To South Korea: Who Is Anupam Tripathi, The Indian In Netflix’s ‘Squid Game’?",Vidya Raja,https://www.thebetterindia.com/263534/anupath-tripathi-squid-game-netflix-facts-korean-drama-abdul-ali/
World Get Its First Malaria Vaccine: How it Works & Who Should Take It,Vidya Raja,https://www.thebetterindia.com/263520/viral-malaria-vaccine-mosquirix-africa-india-children-who-rules/
"Daughter of petrol pump attendant, now headed to IIT Kanpur: Meet Arya Rajagopal",Ria Gupta,https://www.thebetterindia.com/263509/twitter-viral-post-arya-rajagopal-daughter-petrol-pump-attendant-iit-kanpur/
Love White Rice But Have Diabetes? This Low Glycemic Index Rice Will Help You,Roshini Muthukumar,https://www.thebetterindia.com/263480/glycemic-index-rice-variety-best-for-diabetes-telangana-sona-deccan-mudra/
‘I Won’t Be Pushing My Kids to Write CSE’: IRS Officer Speaks on UPSC Exams,Rinchen Norbu Wangchuk,https://www.thebetterindia.com/263491/irs-officer-cse-upsc-exam-how-to-pass-cracking-fail-success-story/
How to Maintain Good Cholesterol Levels? 5 Answers In Your Kitchen,Vidya Raja,https://www.thebetterindia.com/263458/how-to-good-cholesterol-diet-nutritionist-healthy-heart-food/
"72-YO Shares Why She Sold Her Company to Help 40,000 Villagers Access Clean Water",Himanshu Nitnaware,https://www.thebetterindia.com/263468/bengaluru-ngo-saves-drinking-water-conservation-grampari-inspiring/
"Widowed At 20 & Forced Out Of In-Laws’ Home, HIV+ Woman Transforms 30000 Lives",Gopi Karelia,https://www.thebetterindia.com/263464/tamil-nadu-positive-women-network-hiv-aids-care-cheap-treatment/
India’s First Vertical Sea Bridge: 8 Things To Know About the New Pamban Bridge,Ria Gupta,https://www.thebetterindia.com/263457/pamban-bridge-india-first-vertical-railway-sea-bridge-rameswaram/
"SBI Recruitment 2021: 2056 Probationary Officer Vacancies, Salary Over Rs 40,000",Vidya Raja,https://www.thebetterindia.com/263448/sbi-state-bank-of-india-recruitment-po-salary-application-online-how-to/
"First Indian-American to Win the Miss World, Shree Saini’s Story Is Gut-Wrenching",Vidya Raja,https://www.thebetterindia.com/263433/shree-saini-miss-world-america-winner-beauty-pageant-punjab/
Startup Converts Your Kitchen Waste Into Electricity & Cuts LPG Needs By 1/4,Himanshu Nitnaware,https://www.thebetterindia.com/263419/maharashtra-startup-convert-kitchen-waste-to-biogas-buy-setup-features/
"Farmer Innovates ‘Solar on Wheels’ To Generate Power Anywhere, Sells 2000 Units",Roshini Muthukumar,https://www.thebetterindia.com/263424/haryana-farmer-innovation-solar-panel-trolley-portable-for-sale/
"Despite 200 Rejections, Entrepreneur Powers Her Pet Products to Rs 50 Crore Bonanza",Himanshu Nitnaware,https://www.thebetterindia.com/263411/rashi-narang-heads-up-for-tails-delhi-pet-startup-earns-crores/
Tsetan Phuntsog: Unsung Ladakhi Who Helped Save Nubra Valley From Pakistani Raiders,Rinchen Norbu Wangchuk,https://www.thebetterindia.com/263391/ladakh-forgotten-hero-nubra-valley-india-war-pakistani-raiders/
"26-YO’s Training Centre is Helping Adivasi Women Earn a Living, Transforming Families",Bilal Khan,https://www.thebetterindia.com/263403/renu-kumari-empower-adivasi-women-uttar-pradesh-earn-income-tailoring/
This FMCG Giant Is Pioneering Recycled Plastic Packaging for Liquid Cleaners,Ananya Barua,https://www.thebetterindia.com/263385/fmcg-recycled-plastic-packaging-liquid-cleaners-hul-surf/
Merck’s New COVID-19 Pill: Who Can Take It & When Will It Be Available in India?,Vidya Raja,https://www.thebetterindia.com/263380/covid-merck-molnupiravir-pill-oral-medication-india-cost-side-effects/
"14-YO Innovates 8-in-1 Device To Simplify Household Work For Mum, Wins Award",Roshini Muthukumar,https://www.thebetterindia.com/263369/madhya-pradesh-girl-inventor-student-national-innovation-foundation/
ISRO Offers 5-Day Free Online Course With Certificate; Apply Here,Vidya Raja,https://www.thebetterindia.com/263360/isro-gis-online-free-course-certificate-how-to-apply/
"Artist Uses Ancient Art Technique on Rocks, Converts Maoist Area Into Tourist Hotspot",Gopi Karelia,https://www.thebetterindia.com/263335/west-bengal-unknown-travel-chitta-dey-stone-rock-carving-tourism/
"Watch: Once a Criminal, ‘Auto Raja’ Has Saved 19,000 Destitute From The Streets",Ria Gupta,https://www.thebetterindia.com/263305/bengaluru-homeless-free-rescue-inspiring-viral-video-auto-raja/
"Debt-Ridden Farmer Switches To Organic & Earns Lakhs, Inspires 100s of Others",Himanshu Nitnaware,https://www.thebetterindia.com/263332/andhra-pradesh-how-to-organic-natural-farming-methods-farmer-earns-lakhs/
How to Grow Passion Fruit at Home Using Store-Bought Ones: 6 Easy Steps,Ria Gupta,https://www.thebetterindia.com/263281/how-to-grow-passion-fruit-at-home-gardening-tips/
Are Phones All Bad for Kids? Using a Mobile Camera at 4 Won This Genius a Global Award,Vidya Raja,https://www.thebetterindia.com/263287/bangalore-global-childrens-peace-award-photograph-kids-mobile-parents/
"Bengaluru Venture Helps 1 Lakh Farmers Sell Pesticide-Free Produce, Earn 20% More",Rinchen Norbu Wangchuk,https://www.thebetterindia.com/263234/bengaluru-company-organic-pesticide-free-farm-produce-earns-farmers-profits/
"At This Unique Home, Awadh’s Famed ‘Mehman Nawazi’ & Heirloom Recipes Await",Gopi Karelia,https://www.thebetterindia.com/263182/lucknow-authentic-best-awadhi-food-homemade-recipe-bollywood/
5 Times Idli Became The National Conversation: Yay or Nay?,Vidya Raja,https://www.thebetterindia.com/263245/bengaluru-viral-idli-paneer-stick-ambani-paris-kamalathal/
In 3 Easy Steps: How To Grow Almonds From Store-Bought Ones Right In Your Backyard,Himanshu Nitnaware,https://www.thebetterindia.com/263210/how-to-grow-almonds-at-home-gardening-tips/
"Returning From US, ‘Fakiraa’ Sells Burgers From His Maruti 800, Becomes IIM-A Icon",Vidya Raja,https://www.thebetterindia.com/263199/iim-ahmedabad-fakira-burgerwala-parthiv-thakkar-food-entrepreneur-success-story/
"When No One Else Cared, 69-YO Gave 125 HIV+ Orphaned Kids a New Lease of Life",Rinchen Norbu Wangchuk,https://www.thebetterindia.com/263134/maharashtra-free-hiv-aids-care-home-orphan-children-palawi/
"Eco-Friendly Home Saves 40K Litres Of Water/Year, Stays Naturally Cool In Summer",Rinchen Norbu Wangchuk,https://www.thebetterindia.com/263147/bengaluru-buildahome-eco-friendly-home-athangudi-tiles-rainwater-harvesting/
"‘Preeti, Chunni Thik Karo’: Mumbai Police Highlights Misogyny We All Need to Call Out",Ria Gupta,https://www.thebetterindia.com/263179/mumbai-police-viral-twitter-misogyny-language-kabir-singh-bollywood-dialogues/
Following Bapu’s Footsteps: 8 Heroes Building The India Mahatma Gandhi Dreamt Of,Ria Gupta,https://www.thebetterindia.com/263172/mahatma-gandhi-jayanti-best-quotes-inspiring-heroes-india/
"Bookseller Learns Pearl Farming From YouTube, Doubles His Income to Rs 7 Lakh",Himanshu Nitnaware,https://www.thebetterindia.com/263127/youtube-learn-pearl-farming-online-rajasthan-success-story-alkha-foundation/
"For 23 Years, Doctor Couple Has Rescued 100s of Vulnerable Women From the Streets",Himanshu Nitnaware,https://www.thebetterindia.com/263106/inspiring-ahmednagar-doctor-couple-free-rescue-homeless-destitute-women/
How to Plan a Timetable That Covers UPSC Syllabus: IFS Aspirant Shares Preparation Strategy,Vidya Raja,https://www.thebetterindia.com/263100/upsc-cse-topper-ias-valay-vaidya-prelims-preparation-gs-syllabus-mains/
Inside Kolkata’s Iconic Pice Hotels That Still Serve Food For Just Rs 3!,Ananya Barua,https://www.thebetterindia.com/263077/best-food-kolkata-famous-pice-hotels-history-british-india/
I Quit My Job At 23 For Love Of Animals & Used Insta To Make My Own Web Show,Gopi Karelia,https://www.thebetterindia.com/263079/suyash-keshari-viral-wildlife-photography-presenter-animal-planet-award/
Cafe Owner Designs & Donates 6 Auto Ambulances for Patients in the Nilgiris,Ria Gupta,https://www.thebetterindia.com/263071/book-covid-auto-ambulance-service-coonoor-nilgiris-healthcare-hospitals/
The PM Who Took A Loan To Buy A Car: 5 Untold Stories About Lal Bahadur Shastri,Ria Gupta,https://www.thebetterindia.com/263062/lal-bahadur-shastri-birth-anniversary-little-known-stories-prime-minister-india/
"IIT-Madras Invites Applications For Research Internships In AI, Stipend Upto Rs 60000/Month",Vidya Raja,https://www.thebetterindia.com/263052/recruitment-jobs-how-to-apply-research-internship-iit-madras-data-science-artificial-intelligence-eligibility/
How an IFS Officer Used 5000 kg Plastic Waste to Generate Employment For 3 Villages,Himanshu Nitnaware,https://www.thebetterindia.com/263044/ifs-officer-madhya-pradesh-plastic-waste-electricity-biogas-employment/
Science Says This Traditional Indian Souring Agent Can Help You Lose Those Extra Kilos,Roshini Muthukumar,https://www.thebetterindia.com/263030/kudampuli-malabar-tamarind-health-benefits-south-indian-food-recipes/
Meet 10 Toppers Who Overcame Incredible Odds to Ace UPSC CSE 2020,Ria Gupta,https://www.thebetterindia.com/263029/upsc-cse-toppers-overcame-odds-ias-ips-inspiring-success-story/
